fecha,tienda,producto,turno,unidades_vendidas,precio_unitario,venta_total
2024-02-02 08:00:00,Tienda_01,Cigarros,Tarde,2,6.57,13.14
2024-02-02 09:00:00,Tienda_04,Snacks,Mañana,4,11.78,47.12
2024-02-02 10:00:00,Tienda_04,Cigarros,Noche,7,5.68,39.76
2024-02-02 11:00:00,Tienda_03,Comida Rápida,Mañana,5,8.48,42.400000000000006
2024-02-02 12:00:00,Tienda_01,Bebidas,Tarde,5,11.89,59.45
2024-02-02 13:00:00,Tienda_03,Cigarros,Tarde,2,5.01,10.02
2024-02-02 14:00:00,Tienda_04,Bebidas,Mañana,4,4.08,16.32
2024-02-02 15:00:00,Tienda_04,Bebidas,Mañana,6,7.69,46.14
2024-02-02 16:00:00,Tienda_02,Snacks,Noche,6,7.74,46.44
2024-02-02 17:00:00,Tienda_01,Snacks,Tarde,2,11.26,22.52
2024-02-02 18:00:00,Tienda_03,Comida Rápida,Tarde,2,2.75,5.5
2024-02-02 19:00:00,Tienda_04,Abarrotes,Tarde,5,6.37,31.85
2024-02-02 20:00:00,Tienda_04,Bebidas,Mañana,2,5.47,10.94
2024-02-02 21:00:00,Tienda_03,Abarrotes,Noche,3,7.93,23.79
2024-02-02 22:00:00,Tienda_02,Comida Rápida,Mañana,2,2.59,5.18
2024-02-02 23:00:00,Tienda_04,Bebidas,Mañana,1,9.26,9.26
2024-02-03 00:00:00,Tienda_01,Bebidas,Mañana,6,7.11,42.660000000000004
2024-02-03 01:00:00,Tienda_04,Abarrotes,Noche,3,9.16,27.48
2024-02-03 02:00:00,Tienda_01,Cigarros,Mañana,7,6.75,47.25
2024-02-03 03:00:00,Tienda_03,Snacks,Tarde,2,7.0,14.0
2024-02-03 04:00:00,Tienda_01,Cigarros,Tarde,5,11.01,55.05
2024-02-03 05:00:00,Tienda_03,Abarrotes,Tarde,4,4.5,18.0
2024-02-03 06:00:00,Tienda_01,Snacks,Noche,5,4.57,22.85
2024-02-03 07:00:00,Tienda_03,Cigarros,Mañana,1,7.82,7.82
2024-02-03 08:00:00,Tienda_01,Snacks,Noche,6,8.77,52.62
2024-02-03 09:00:00,Tienda_02,Bebidas,Mañana,3,5.87,17.61
2024-02-03 10:00:00,Tienda_01,Cigarros,Tarde,4,7.44,29.76
2024-02-03 11:00:00,Tienda_01,Snacks,Mañana,3,4.66,13.98
2024-02-03 12:00:00,Tienda_02,Snacks,Mañana,3,3.79,11.370000000000001
2024-02-03 13:00:00,Tienda_04,Snacks,Mañana,3,4.76,14.28
2024-02-03 14:00:00,Tienda_04,Cigarros,Noche,3,11.21,33.63
2024-02-03 15:00:00,Tienda_01,Comida Rápida,Mañana,6,10.12,60.72
2024-02-03 16:00:00,Tienda_02,Cigarros,Mañana,1,3.83,3.83
2024-02-03 17:00:00,Tienda_01,Abarrotes,Mañana,5,2.94,14.7
2024-02-03 18:00:00,Tienda_03,Cigarros,Noche,6,3.39,20.34
2024-02-03 19:00:00,Tienda_03,Snacks,Noche,2,5.29,10.58
2024-02-03 20:00:00,Tienda_01,Bebidas,Noche,5,10.21,51.050000000000004
2024-02-03 21:00:00,Tienda_04,Cigarros,Mañana,2,5.55,11.1
2024-02-03 22:00:00,Tienda_04,Cigarros,Tarde,5,4.26,21.299999999999997
2024-02-03 23:00:00,Tienda_01,Snacks,Tarde,7,6.26,43.82
2024-02-04 00:00:00,Tienda_01,Bebidas,Tarde,2,3.68,7.36
2024-02-04 01:00:00,Tienda_03,Bebidas,Mañana,5,6.97,34.85
2024-02-04 02:00:00,Tienda_04,Abarrotes,Tarde,3,8.92,26.759999999999998
2024-02-04 03:00:00,Tienda_01,Cigarros,Tarde,6,6.0,36.0
2024-02-04 04:00:00,Tienda_03,Bebidas,Tarde,1,4.15,4.15
2024-02-04 05:00:00,Tienda_04,Bebidas,Mañana,2,6.81,13.62
2024-02-04 06:00:00,Tienda_02,Comida Rápida,Tarde,1,9.74,9.74
2024-02-04 07:00:00,Tienda_03,Comida Rápida,Tarde,4,3.23,12.92
2024-02-04 08:00:00,Tienda_04,Bebidas,Mañana,3,3.17,9.51
2024-02-04 09:00:00,Tienda_04,Abarrotes,Noche,2,5.52,11.04
2024-02-04 10:00:00,Tienda_03,Bebidas,Tarde,6,6.44,38.64
2024-02-04 11:00:00,Tienda_02,Snacks,Noche,6,4.56,27.36
2024-02-04 12:00:00,Tienda_03,Cigarros,Tarde,4,2.76,11.04
2024-02-04 13:00:00,Tienda_04,Abarrotes,Mañana,4,4.59,18.36
2024-02-04 14:00:00,Tienda_01,Snacks,Noche,3,6.64,19.919999999999998
2024-02-04 15:00:00,Tienda_01,Abarrotes,Noche,2,3.25,6.5
2024-02-04 16:00:00,Tienda_03,Snacks,Noche,5,9.3,46.5
2024-02-04 17:00:00,Tienda_04,Cigarros,Noche,5,7.74,38.7
2024-02-04 18:00:00,Tienda_01,Cigarros,Tarde,3,6.63,19.89
2024-02-04 19:00:00,Tienda_04,Comida Rápida,Tarde,5,7.43,37.15
2024-02-04 20:00:00,Tienda_03,Snacks,Noche,5,8.73,43.650000000000006
2024-02-04 21:00:00,Tienda_01,Comida Rápida,Tarde,3,11.95,35.849999999999994
2024-02-04 22:00:00,Tienda_04,Snacks,Noche,2,9.86,19.72
2024-02-04 23:00:00,Tienda_01,Comida Rápida,Noche,5,7.63,38.15
2024-02-05 00:00:00,Tienda_03,Cigarros,Mañana,4,9.82,39.28
2024-02-05 01:00:00,Tienda_04,Abarrotes,Noche,3,7.01,21.03
2024-02-05 02:00:00,Tienda_01,Comida Rápida,Tarde,3,5.45,16.35
2024-02-05 03:00:00,Tienda_03,Snacks,Noche,5,4.99,24.950000000000003
2024-02-05 04:00:00,Tienda_01,Snacks,Mañana,4,6.3,25.2
2024-02-05 05:00:00,Tienda_01,Cigarros,Tarde,1,2.52,2.52
2024-02-05 06:00:00,Tienda_02,Snacks,Mañana,3,4.18,12.54
2024-02-05 07:00:00,Tienda_02,Bebidas,Mañana,4,3.7,14.8
2024-02-05 08:00:00,Tienda_03,Abarrotes,Noche,3,11.62,34.86
2024-02-05 09:00:00,Tienda_02,Comida Rápida,Mañana,1,3.12,3.12
2024-02-05 10:00:00,Tienda_03,Abarrotes,Mañana,4,7.26,29.04
2024-02-05 11:00:00,Tienda_02,Cigarros,Tarde,5,11.24,56.2
2024-02-05 12:00:00,Tienda_01,Comida Rápida,Mañana,3,8.27,24.81
2024-02-05 13:00:00,Tienda_03,Comida Rápida,Noche,2,7.21,14.42
2024-02-05 14:00:00,Tienda_03,Bebidas,Noche,6,9.56,57.36
2024-02-05 15:00:00,Tienda_01,Cigarros,Noche,4,5.86,23.44
2024-02-05 16:00:00,Tienda_03,Snacks,Mañana,3,4.34,13.02
2024-02-05 17:00:00,Tienda_03,Bebidas,Tarde,9,10.55,94.95
2024-02-05 18:00:00,Tienda_02,Bebidas,Noche,1,3.04,3.04
2024-02-05 19:00:00,Tienda_03,Abarrotes,Mañana,2,10.17,20.34
2024-02-05 20:00:00,Tienda_04,Abarrotes,Noche,5,3.48,17.4
2024-02-05 21:00:00,Tienda_01,Abarrotes,Noche,2,8.44,16.88
2024-02-05 22:00:00,Tienda_02,Bebidas,Tarde,7,7.03,49.21
2024-02-05 23:00:00,Tienda_02,Snacks,Noche,2,11.99,23.98
2024-02-06 00:00:00,Tienda_04,Comida Rápida,Tarde,4,6.19,24.76
2024-02-06 01:00:00,Tienda_01,Abarrotes,Mañana,4,11.59,46.36
2024-02-06 02:00:00,Tienda_01,Snacks,Noche,4,6.34,25.36
2024-02-06 03:00:00,Tienda_02,Cigarros,Mañana,4,8.98,35.92
2024-02-06 04:00:00,Tienda_03,Abarrotes,Mañana,4,8.61,34.44
2024-02-06 05:00:00,Tienda_02,Comida Rápida,Mañana,5,3.32,16.599999999999998
2024-02-06 06:00:00,Tienda_01,Cigarros,Noche,9,9.56,86.04
2024-02-06 07:00:00,Tienda_04,Cigarros,Tarde,5,4.48,22.400000000000002
2024-02-06 08:00:00,Tienda_02,Comida Rápida,Noche,6,6.19,37.14
2024-02-06 09:00:00,Tienda_01,Abarrotes,Mañana,3,9.93,29.79
2024-02-06 10:00:00,Tienda_02,Bebidas,Tarde,6,11.47,68.82000000000001
2024-02-06 11:00:00,Tienda_03,Comida Rápida,Mañana,4,7.82,31.28
2024-02-06 12:00:00,Tienda_02,Comida Rápida,Tarde,4,7.43,29.72
2024-02-06 13:00:00,Tienda_02,Comida Rápida,Noche,4,7.3,29.2
2024-02-06 14:00:00,Tienda_01,Cigarros,Tarde,8,10.26,82.08
2024-02-06 15:00:00,Tienda_01,Snacks,Noche,2,11.93,23.86
2024-02-06 16:00:00,Tienda_01,Bebidas,Mañana,4,8.52,34.08
2024-02-06 17:00:00,Tienda_02,Abarrotes,Tarde,4,6.1,24.4
2024-02-06 18:00:00,Tienda_03,Abarrotes,Mañana,2,4.58,9.16
2024-02-06 19:00:00,Tienda_04,Snacks,Tarde,4,4.39,17.56
2024-02-06 20:00:00,Tienda_04,Comida Rápida,Noche,3,10.63,31.89
2024-02-06 21:00:00,Tienda_01,Bebidas,Tarde,10,11.93,119.3
2024-02-06 22:00:00,Tienda_01,Abarrotes,Tarde,3,9.13,27.39
2024-02-06 23:00:00,Tienda_02,Abarrotes,Noche,6,11.58,69.48
2024-02-07 00:00:00,Tienda_04,Comida Rápida,Noche,7,5.82,40.74
2024-02-07 01:00:00,Tienda_01,Snacks,Noche,3,8.46,25.380000000000003
2024-02-07 02:00:00,Tienda_03,Bebidas,Tarde,8,7.36,58.88
2024-02-07 03:00:00,Tienda_03,Snacks,Mañana,5,7.08,35.4
2024-02-07 04:00:00,Tienda_01,Snacks,Tarde,2,8.51,17.02
2024-02-07 05:00:00,Tienda_01,Bebidas,Tarde,2,5.45,10.9
2024-02-07 06:00:00,Tienda_04,Bebidas,Mañana,3,8.59,25.77
2024-02-07 07:00:00,Tienda_04,Abarrotes,Noche,5,8.89,44.45
2024-02-07 08:00:00,Tienda_02,Abarrotes,Tarde,2,10.44,20.88
2024-02-07 09:00:00,Tienda_04,Bebidas,Mañana,3,9.44,28.32
2024-02-07 10:00:00,Tienda_03,Cigarros,Noche,5,5.54,27.7
2024-02-07 11:00:00,Tienda_03,Abarrotes,Noche,5,6.78,33.9
2024-02-07 12:00:00,Tienda_01,Cigarros,Tarde,4,3.64,14.56
2024-02-07 13:00:00,Tienda_04,Bebidas,Noche,2,4.94,9.88
2024-02-07 14:00:00,Tienda_02,Abarrotes,Noche,6,7.45,44.7
2024-02-07 15:00:00,Tienda_03,Snacks,Mañana,3,3.46,10.379999999999999
2024-02-07 16:00:00,Tienda_03,Bebidas,Mañana,3,7.92,23.759999999999998
2024-02-07 17:00:00,Tienda_02,Comida Rápida,Noche,3,6.21,18.63
2024-02-07 18:00:00,Tienda_02,Cigarros,Mañana,4,2.83,11.32
2024-02-07 19:00:00,Tienda_03,Bebidas,Noche,3,6.63,19.89
2024-02-07 20:00:00,Tienda_03,Bebidas,Tarde,1,5.17,5.17
2024-02-07 21:00:00,Tienda_02,Abarrotes,Mañana,3,3.14,9.42
2024-02-07 22:00:00,Tienda_03,Abarrotes,Noche,4,5.29,21.16
2024-02-07 23:00:00,Tienda_01,Abarrotes,Noche,3,5.29,15.870000000000001
2024-02-08 00:00:00,Tienda_01,Comida Rápida,Mañana,7,5.87,41.09
2024-02-08 01:00:00,Tienda_02,Abarrotes,Mañana,3,5.98,17.94
2024-02-08 02:00:00,Tienda_04,Bebidas,Tarde,5,6.58,32.9
2024-02-08 03:00:00,Tienda_02,Abarrotes,Noche,3,3.37,10.11
2024-02-08 04:00:00,Tienda_02,Snacks,Tarde,7,2.55,17.849999999999998
2024-02-08 05:00:00,Tienda_04,Abarrotes,Tarde,3,9.49,28.47
2024-02-08 06:00:00,Tienda_04,Comida Rápida,Tarde,4,5.7,22.8
2024-02-08 07:00:00,Tienda_04,Snacks,Mañana,4,8.33,33.32
2024-02-08 08:00:00,Tienda_01,Bebidas,Tarde,5,5.42,27.1
2024-02-08 09:00:00,Tienda_03,Bebidas,Mañana,2,11.85,23.7
2024-02-08 10:00:00,Tienda_01,Cigarros,Mañana,6,5.5,33.0
2024-02-08 11:00:00,Tienda_03,Snacks,Tarde,2,8.25,16.5
2024-02-08 12:00:00,Tienda_01,Cigarros,Tarde,1,4.59,4.59
2024-02-08 13:00:00,Tienda_03,Snacks,Noche,3,7.42,22.259999999999998
2024-02-08 14:00:00,Tienda_01,Snacks,Tarde,4,8.0,32.0
2024-02-08 15:00:00,Tienda_04,Comida Rápida,Noche,3,4.24,12.72
2024-02-08 16:00:00,Tienda_02,Cigarros,Tarde,2,3.67,7.34
2024-02-08 17:00:00,Tienda_01,Comida Rápida,Tarde,4,11.75,47.0
2024-02-08 18:00:00,Tienda_03,Snacks,Tarde,6,10.99,65.94
2024-02-08 19:00:00,Tienda_04,Bebidas,Tarde,6,8.77,52.62
2024-02-08 20:00:00,Tienda_01,Snacks,Noche,6,10.68,64.08
2024-02-08 21:00:00,Tienda_01,Comida Rápida,Noche,8,3.41,27.28
2024-02-08 22:00:00,Tienda_04,Cigarros,Tarde,3,9.43,28.29
2024-02-08 23:00:00,Tienda_01,Cigarros,Tarde,5,5.21,26.05
2024-02-09 00:00:00,Tienda_02,Comida Rápida,Noche,4,7.63,30.52
2024-02-09 01:00:00,Tienda_01,Cigarros,Mañana,5,9.77,48.849999999999994
2024-02-09 02:00:00,Tienda_02,Abarrotes,Mañana,2,2.82,5.64
2024-02-09 03:00:00,Tienda_02,Bebidas,Mañana,2,9.1,18.2
2024-02-09 04:00:00,Tienda_04,Bebidas,Noche,4,6.63,26.52
2024-02-09 05:00:00,Tienda_01,Bebidas,Noche,8,6.68,53.44
2024-02-09 06:00:00,Tienda_04,Cigarros,Mañana,2,11.12,22.24
2024-02-09 07:00:00,Tienda_01,Cigarros,Mañana,3,10.67,32.01
2024-02-09 08:00:00,Tienda_01,Snacks,Tarde,3,3.05,9.149999999999999
2024-02-09 09:00:00,Tienda_03,Snacks,Noche,3,8.37,25.11
2024-02-09 10:00:00,Tienda_01,Bebidas,Noche,4,6.64,26.56
2024-02-09 11:00:00,Tienda_04,Abarrotes,Mañana,3,3.62,10.86
2024-02-09 12:00:00,Tienda_02,Snacks,Mañana,4,10.58,42.32
2024-02-09 13:00:00,Tienda_01,Snacks,Noche,2,3.18,6.36
2024-02-09 14:00:00,Tienda_03,Cigarros,Tarde,4,2.8,11.2
2024-02-09 15:00:00,Tienda_04,Abarrotes,Mañana,4,4.38,17.52
2024-02-09 16:00:00,Tienda_01,Bebidas,Noche,2,5.38,10.76
2024-02-09 17:00:00,Tienda_04,Snacks,Noche,7,3.08,21.560000000000002
2024-02-09 18:00:00,Tienda_03,Abarrotes,Tarde,3,8.59,25.77
2024-02-09 19:00:00,Tienda_03,Abarrotes,Tarde,3,6.65,19.950000000000003
2024-02-09 20:00:00,Tienda_04,Bebidas,Mañana,5,6.42,32.1
2024-02-09 21:00:00,Tienda_01,Abarrotes,Mañana,3,3.88,11.64
2024-02-09 22:00:00,Tienda_02,Abarrotes,Mañana,5,6.66,33.3
2024-02-09 23:00:00,Tienda_03,Abarrotes,Noche,2,6.21,12.42
2024-02-10 00:00:00,Tienda_01,Snacks,Mañana,4,6.14,24.56
2024-02-10 01:00:00,Tienda_01,Bebidas,Noche,5,4.58,22.9
2024-02-10 02:00:00,Tienda_02,Abarrotes,Mañana,7,3.4,23.8
2024-02-10 03:00:00,Tienda_03,Abarrotes,Tarde,2,4.98,9.96
2024-02-10 04:00:00,Tienda_03,Snacks,Tarde,5,8.84,44.2
2024-02-10 05:00:00,Tienda_01,Bebidas,Noche,6,3.19,19.14
2024-02-10 06:00:00,Tienda_01,Cigarros,Tarde,5,6.13,30.65
2024-02-10 07:00:00,Tienda_02,Snacks,Noche,7,7.39,51.73
2024-02-10 08:00:00,Tienda_02,Bebidas,Noche,2,11.65,23.3
2024-02-10 09:00:00,Tienda_03,Abarrotes,Tarde,4,10.52,42.08
2024-02-10 10:00:00,Tienda_04,Bebidas,Noche,4,11.21,44.84
2024-02-10 11:00:00,Tienda_03,Bebidas,Tarde,2,10.29,20.58
2024-02-10 12:00:00,Tienda_01,Bebidas,Mañana,10,8.1,81.0
2024-02-10 13:00:00,Tienda_03,Cigarros,Mañana,3,10.68,32.04
2024-02-10 14:00:00,Tienda_04,Bebidas,Tarde,5,7.87,39.35
2024-02-10 15:00:00,Tienda_02,Cigarros,Tarde,7,5.9,41.300000000000004
2024-02-10 16:00:00,Tienda_04,Abarrotes,Tarde,12,6.04,72.48
2024-02-10 17:00:00,Tienda_04,Cigarros,Tarde,5,7.87,39.35
2024-02-10 18:00:00,Tienda_04,Abarrotes,Mañana,4,10.19,40.76
2024-02-10 19:00:00,Tienda_02,Abarrotes,Noche,5,3.77,18.85
2024-02-10 20:00:00,Tienda_04,Cigarros,Noche,4,2.87,11.48
2024-02-10 21:00:00,Tienda_04,Snacks,Mañana,2,10.0,20.0
2024-02-10 22:00:00,Tienda_04,Comida Rápida,Noche,3,8.65,25.950000000000003
2024-02-10 23:00:00,Tienda_01,Bebidas,Mañana,4,10.3,41.2
2024-02-11 00:00:00,Tienda_04,Comida Rápida,Noche,7,11.78,82.46
2024-02-11 01:00:00,Tienda_02,Bebidas,Tarde,6,4.89,29.339999999999996
2024-02-11 02:00:00,Tienda_04,Bebidas,Tarde,6,4.35,26.099999999999998
2024-02-11 03:00:00,Tienda_04,Abarrotes,Tarde,7,5.74,40.18
2024-02-11 04:00:00,Tienda_02,Bebidas,Mañana,2,10.84,21.68
2024-02-11 05:00:00,Tienda_04,Bebidas,Mañana,6,2.63,15.78
2024-02-11 06:00:00,Tienda_02,Cigarros,Noche,4,2.6,10.4
2024-02-11 07:00:00,Tienda_04,Comida Rápida,Noche,2,4.56,9.12
2024-02-11 08:00:00,Tienda_02,Cigarros,Noche,4,6.07,24.28
2024-02-11 09:00:00,Tienda_04,Bebidas,Mañana,2,5.37,10.74
2024-02-11 10:00:00,Tienda_04,Abarrotes,Noche,4,10.34,41.36
2024-02-11 11:00:00,Tienda_01,Cigarros,Tarde,4,9.05,36.2
2024-02-11 12:00:00,Tienda_01,Cigarros,Noche,4,10.46,41.84
2024-02-11 13:00:00,Tienda_04,Snacks,Tarde,3,6.15,18.450000000000003
2024-02-11 14:00:00,Tienda_04,Bebidas,Mañana,4,8.16,32.64
2024-02-11 15:00:00,Tienda_03,Abarrotes,Tarde,3,7.4,22.200000000000003
2024-02-11 16:00:00,Tienda_02,Cigarros,Tarde,3,7.01,21.03
2024-02-11 17:00:00,Tienda_03,Cigarros,Tarde,4,5.24,20.96
2024-02-11 18:00:00,Tienda_01,Abarrotes,Mañana,5,9.24,46.2
2024-02-11 19:00:00,Tienda_01,Bebidas,Mañana,6,7.48,44.88
2024-02-11 20:00:00,Tienda_01,Snacks,Mañana,2,3.25,6.5
2024-02-11 21:00:00,Tienda_01,Cigarros,Mañana,2,2.5,5.0
2024-02-11 22:00:00,Tienda_04,Snacks,Noche,9,2.69,24.21
2024-02-11 23:00:00,Tienda_01,Comida Rápida,Mañana,7,3.22,22.540000000000003
2024-02-12 00:00:00,Tienda_04,Bebidas,Tarde,3,6.02,18.06
2024-02-12 01:00:00,Tienda_04,Comida Rápida,Mañana,5,5.4,27.0
2024-02-12 02:00:00,Tienda_01,Comida Rápida,Noche,6,3.99,23.94
2024-02-12 03:00:00,Tienda_01,Comida Rápida,Noche,5,7.4,37.0
2024-02-12 04:00:00,Tienda_02,Bebidas,Noche,8,11.72,93.76
2024-02-12 05:00:00,Tienda_03,Bebidas,Tarde,6,4.03,24.18
2024-02-12 06:00:00,Tienda_01,Abarrotes,Mañana,6,4.88,29.28
2024-02-12 07:00:00,Tienda_02,Snacks,Mañana,3,6.89,20.669999999999998
2024-02-12 08:00:00,Tienda_02,Snacks,Mañana,4,8.59,34.36
2024-02-12 09:00:00,Tienda_03,Abarrotes,Tarde,8,8.2,65.6
2024-02-12 10:00:00,Tienda_04,Abarrotes,Tarde,2,7.45,14.9
2024-02-12 11:00:00,Tienda_01,Comida Rápida,Noche,3,9.5,28.5
2024-02-12 12:00:00,Tienda_03,Abarrotes,Noche,5,10.54,52.699999999999996
2024-02-12 13:00:00,Tienda_01,Cigarros,Mañana,4,11.99,47.96
2024-02-12 14:00:00,Tienda_02,Snacks,Tarde,7,6.92,48.44
2024-02-12 15:00:00,Tienda_02,Abarrotes,Tarde,3,11.95,35.849999999999994
2024-02-12 16:00:00,Tienda_04,Cigarros,Mañana,1,9.44,9.44
2024-02-12 17:00:00,Tienda_02,Cigarros,Mañana,2,8.74,17.48
2024-02-12 18:00:00,Tienda_02,Cigarros,Noche,6,8.58,51.480000000000004
2024-02-12 19:00:00,Tienda_03,Cigarros,Noche,2,11.15,22.3
2024-02-12 20:00:00,Tienda_01,Comida Rápida,Noche,3,11.51,34.53
2024-02-12 21:00:00,Tienda_01,Cigarros,Mañana,3,4.2,12.600000000000001
2024-02-12 22:00:00,Tienda_03,Comida Rápida,Mañana,6,7.19,43.14
2024-02-12 23:00:00,Tienda_04,Comida Rápida,Noche,3,11.44,34.32
2024-02-13 00:00:00,Tienda_01,Cigarros,Noche,3,6.13,18.39
2024-02-13 01:00:00,Tienda_02,Snacks,Tarde,7,4.71,32.97
2024-02-13 02:00:00,Tienda_01,Cigarros,Tarde,4,3.48,13.92
2024-02-13 03:00:00,Tienda_02,Cigarros,Noche,7,8.17,57.19
2024-02-13 04:00:00,Tienda_04,Cigarros,Noche,4,9.15,36.6
2024-02-13 05:00:00,Tienda_03,Snacks,Tarde,3,4.36,13.080000000000002
2024-02-13 06:00:00,Tienda_01,Bebidas,Noche,2,8.9,17.8
2024-02-13 07:00:00,Tienda_03,Bebidas,Tarde,5,11.05,55.25
2024-02-13 08:00:00,Tienda_01,Comida Rápida,Tarde,3,4.81,14.43
2024-02-13 09:00:00,Tienda_02,Comida Rápida,Tarde,5,3.66,18.3
2024-02-13 10:00:00,Tienda_03,Snacks,Mañana,8,10.44,83.52
2024-02-13 11:00:00,Tienda_01,Abarrotes,Mañana,4,11.21,44.84
2024-02-13 12:00:00,Tienda_02,Bebidas,Noche,3,4.54,13.620000000000001
2024-02-13 13:00:00,Tienda_03,Comida Rápida,Tarde,1,9.35,9.35
2024-02-13 14:00:00,Tienda_03,Bebidas,Mañana,2,8.11,16.22
2024-02-13 15:00:00,Tienda_01,Snacks,Noche,5,4.77,23.849999999999998
2024-02-13 16:00:00,Tienda_01,Snacks,Noche,6,10.32,61.92
2024-02-13 17:00:00,Tienda_01,Abarrotes,Noche,5,6.97,34.85
2024-02-13 18:00:00,Tienda_02,Abarrotes,Noche,6,9.15,54.900000000000006
2024-02-13 19:00:00,Tienda_01,Snacks,Noche,4,5.36,21.44
2024-02-13 20:00:00,Tienda_03,Comida Rápida,Tarde,3,10.25,30.75
2024-02-13 21:00:00,Tienda_03,Bebidas,Noche,3,5.01,15.03
2024-02-13 22:00:00,Tienda_01,Cigarros,Tarde,6,5.97,35.82
2024-02-13 23:00:00,Tienda_01,Abarrotes,Mañana,3,6.22,18.66
2024-02-14 00:00:00,Tienda_04,Cigarros,Noche,0,4.46,0.0
2024-02-14 01:00:00,Tienda_03,Comida Rápida,Mañana,2,10.81,21.62
2024-02-14 02:00:00,Tienda_02,Abarrotes,Tarde,4,3.58,14.32
2024-02-14 03:00:00,Tienda_04,Cigarros,Tarde,5,7.85,39.25
2024-02-14 04:00:00,Tienda_01,Comida Rápida,Mañana,2,10.23,20.46
2024-02-14 05:00:00,Tienda_01,Bebidas,Noche,7,8.02,56.14
2024-02-14 06:00:00,Tienda_03,Comida Rápida,Noche,0,5.61,0.0
2024-02-14 07:00:00,Tienda_01,Abarrotes,Mañana,11,9.92,109.12
2024-02-14 08:00:00,Tienda_02,Snacks,Mañana,5,7.24,36.2
2024-02-14 09:00:00,Tienda_03,Bebidas,Mañana,4,4.05,16.2
2024-02-14 10:00:00,Tienda_01,Cigarros,Noche,7,5.51,38.57
2024-02-14 11:00:00,Tienda_03,Abarrotes,Noche,5,8.12,40.599999999999994
2024-02-14 12:00:00,Tienda_01,Snacks,Noche,1,8.76,8.76
2024-02-14 13:00:00,Tienda_01,Comida Rápida,Mañana,7,7.71,53.97
2024-02-14 14:00:00,Tienda_01,Snacks,Noche,3,5.08,15.24
2024-02-14 15:00:00,Tienda_02,Abarrotes,Tarde,4,8.14,32.56
2024-02-14 16:00:00,Tienda_02,Abarrotes,Mañana,3,5.66,16.98
2024-02-14 17:00:00,Tienda_03,Snacks,Noche,6,4.64,27.839999999999996
2024-02-14 18:00:00,Tienda_01,Comida Rápida,Mañana,3,11.48,34.44
2024-02-14 19:00:00,Tienda_01,Snacks,Tarde,6,5.49,32.94
2024-02-14 20:00:00,Tienda_02,Abarrotes,Tarde,3,5.69,17.07
2024-02-14 21:00:00,Tienda_01,Abarrotes,Mañana,3,11.02,33.06
2024-02-14 22:00:00,Tienda_02,Cigarros,Mañana,2,3.86,7.72
2024-02-14 23:00:00,Tienda_01,Cigarros,Tarde,5,8.05,40.25
2024-02-15 00:00:00,Tienda_03,Bebidas,Mañana,2,9.95,19.9
2024-02-15 01:00:00,Tienda_01,Abarrotes,Tarde,3,5.1,15.299999999999999
2024-02-15 02:00:00,Tienda_01,Cigarros,Tarde,4,10.52,42.08
2024-02-15 03:00:00,Tienda_04,Snacks,Noche,1,9.81,9.81
2024-02-15 04:00:00,Tienda_02,Comida Rápida,Mañana,3,7.12,21.36
2024-02-15 05:00:00,Tienda_01,Snacks,Mañana,1,3.63,3.63
2024-02-15 06:00:00,Tienda_01,Comida Rápida,Noche,2,11.72,23.44
2024-02-15 07:00:00,Tienda_04,Cigarros,Tarde,4,8.43,33.72
2024-02-15 08:00:00,Tienda_04,Bebidas,Mañana,5,7.41,37.05
2024-02-15 09:00:00,Tienda_02,Snacks,Noche,8,10.91,87.28
2024-02-15 10:00:00,Tienda_04,Snacks,Noche,3,6.5,19.5
2024-02-15 11:00:00,Tienda_03,Snacks,Mañana,6,7.85,47.099999999999994
2024-02-15 12:00:00,Tienda_04,Comida Rápida,Noche,10,10.65,106.5
2024-02-15 13:00:00,Tienda_03,Cigarros,Tarde,4,6.23,24.92
2024-02-15 14:00:00,Tienda_02,Snacks,Noche,3,9.84,29.52
2024-02-15 15:00:00,Tienda_02,Snacks,Tarde,3,4.93,14.79
2024-02-15 16:00:00,Tienda_02,Bebidas,Tarde,6,9.17,55.019999999999996
2024-02-15 17:00:00,Tienda_02,Bebidas,Mañana,3,7.35,22.049999999999997
2024-02-15 18:00:00,Tienda_02,Cigarros,Noche,1,4.07,4.07
2024-02-15 19:00:00,Tienda_03,Cigarros,Tarde,2,3.79,7.58
2024-02-15 20:00:00,Tienda_03,Abarrotes,Tarde,2,6.85,13.7
2024-02-15 21:00:00,Tienda_02,Bebidas,Noche,4,9.25,37.0
2024-02-15 22:00:00,Tienda_04,Abarrotes,Tarde,1,8.23,8.23
2024-02-15 23:00:00,Tienda_01,Comida Rápida,Noche,3,10.62,31.86
2024-02-16 00:00:00,Tienda_02,Abarrotes,Mañana,4,6.2,24.8
2024-02-16 01:00:00,Tienda_04,Snacks,Tarde,8,10.51,84.08
2024-02-16 02:00:00,Tienda_01,Abarrotes,Tarde,3,2.85,8.55
2024-02-16 03:00:00,Tienda_02,Cigarros,Noche,4,5.98,23.92
2024-02-16 04:00:00,Tienda_02,Comida Rápida,Noche,3,3.19,9.57
2024-02-16 05:00:00,Tienda_03,Snacks,Noche,11,11.23,123.53
2024-02-16 06:00:00,Tienda_01,Abarrotes,Noche,3,7.02,21.06
2024-02-16 07:00:00,Tienda_01,Comida Rápida,Tarde,4,5.5,22.0
